,0
639,1864748.0
640,873273.0
641,1031782.0
642,462312.0
643,745896.0
644,1225041.0
645,747000.0
646,1161382.0
647,855199.0
648,742883.0
649,550000.0
650,169396.0
651,180000.0
652,1733388.0
653,600000.0
654,1753818.0
655,471709.0
656,414388.0
657,100733.0
658,354237.0
659,2249481.0
660,128988.0
661,4187500.0
662,807768.0
663,1705561.0
664,1251537.0
665,1944821.0
666,733769.0
667,180000.0
668,629892.0
669,251580.0
670,455568.0
671,2018938.0
672,540000.0
673,2530666.0
674,803907.0
675,847963.0
676,155256.0
677,509047.0
678,372948.0
679,1881045.0
680,2508152.0
681,314739.0
682,677584.0
683,730703.0
684,660000.0
685,1007334.0
686,623238.0
687,261907.0
688,1451573.0
689,1210776.0
690,1149375.0
691,406548.0
692,600000.0
693,1525549.0
694,203280.0
695,1400000.0
696,1012824.0
697,2170283.0
698,1197944.0
699,113208.0
700,1568839.0
701,308214.0
702,304188.0
703,1668775.0
704,2186509.0
705,712674.0
706,1532909.0
707,865117.0
708,443472.0
709,705134.0
710,1129307.0
711,516690.0
712,458101.0
713,716000.0
714,564654.0
715,727111.0
716,1423985.0
717,334986.0
718,453300.0
719,610857.0
720,314698.0
721,1292428.0
722,2267616.0
723,242160.0
724,1323387.0
725,195840.0
726,2873437.0
727,1881045.0
728,252244.0
729,1507343.0
730,790515.0
731,908078.0
732,886686.0
733,308220.0
734,1105385.0
735,1348080.0
736,423216.0
737,1634470.0
738,208801.0
739,616488.0
740,604401.0
741,451723.0
742,602930.0
743,5000000.0
744,433404.0
745,406551.0
746,709784.0
747,1147975.0
748,669115.0
749,305352.0
750,420000.0
751,761610.0
752,1200000.0
753,1109047.0
754,515940.0
755,1143785.0
756,1622364.0
757,310791.0
758,1182371.0
759,382412.0
760,1289859.0
761,1208801.0
762,3500000.0
763,144708.0
764,644930.0
765,360324.0
766,400000.0
767,540737.0
768,700000.0
769,1168458.0
770,844116.0
771,1841987.0
772,938892.0
773,677584.0
774,919025.0
775,305424.0
776,366408.0
777,1156731.0
778,300000.0
779,3654010.0
780,480000.0
781,128988.0
782,498719.0
783,240000.0
784,665924.0
785,653174.0
786,223812.0
787,2160000.0
788,803907.0
789,1136500.0
790,108408.0
791,731213.0
792,362590.0
793,1343603.0
794,2576614.0
795,929072.0
796,859906.0
797,422946.0
798,214107.0
799,1175030.0
800,415492.0
801,1205874.0
802,601957.0
803,973293.0
804,2000000.0
805,2200000.0
806,1030450.0
807,1140522.0
808,1468099.0
809,186480.0
810,792506.0
811,1653407.0
812,2376590.0
813,1527142.0
814,1624875.0
815,219432.0
816,453157.0
817,311470.0
818,251796.0
819,591053.0
820,281316.0
821,626072.0
822,334560.0
823,2110256.0
824,589116.0
825,1114163.0
826,183252.0
827,412713.0
828,213408.0
829,361404.0
830,200000.0
831,2034018.0
832,156000.0
833,487335.0
834,619069.0
835,390576.0
836,848028.0
837,128460.0
838,712666.0
839,821989.0
840,1143861.0
841,1171687.0
842,834387.0
843,1129307.0
844,283392.0
845,800000.0
846,732477.0
847,982427.0
848,998289.0
849,120000.0
850,1805869.0
851,85440.0
852,202344.0
853,730063.0
854,338652.0
855,477864.0
856,1504891.0
857,1310580.0
858,852479.0
859,2385732.0
860,148572.0
861,1124740.0
862,600000.0
863,286452.0
864,302200.0
865,454039.0
866,2032753.0
867,787318.0
868,534000.0
869,1381355.0
870,4498962.0
871,1581030.0
872,744033.0
873,249888.0
874,425000.0
875,1200000.0
876,1257890.0
877,620027.0
878,527930.0
879,363228.0
880,300000.0
881,454039.0
882,184932.0
883,619752.0
884,432100.0
885,1857397.0
886,909200.0
887,654767.0
888,487320.0
889,532946.0
890,1000000.0
891,856429.0
892,799776.0
893,2141072.0
894,1023226.0
895,73405.0
896,3211608.0
897,326820.0
898,1280703.0
899,371436.0
900,1288025.0
901,503667.0
902,1605804.0
903,1003261.0
904,402934.0
905,1300000.0
906,870393.0
907,608388.0
908,1008975.0
909,1513463.0
910,856466.0
911,267396.0
912,983550.0
913,1300000.0
914,721501.0
915,2184214.0
916,761760.0
917,1693961.0
918,129240.0
919,1581030.0
920,1635202.0
921,1622612.0
922,356402.0
923,616428.0
924,580150.0
925,1463658.0
926,225000.0
927,412197.0
928,1198038.0
929,665000.0
930,1191367.0
931,1221714.0
932,1151955.0
933,1180355.0
934,697908.0
935,1926965.0
936,3808049.0
937,1040493.0
938,602930.0
939,1500000.0
940,215405.0
941,1249434.0
942,725546.0
943,488541.0
944,188688.0
945,1300000.0
946,301786.0
947,1289856.0
948,499996.0
949,321161.0
950,650000.0
951,600000.0
952,480000.0
953,725281.0
954,828777.0
955,405591.0
956,735796.0
957,477369.0
958,1774461.0
959,330132.0
960,363228.0
961,300000.0
962,1800000.0
963,1034962.0
964,1458789.0
965,436272.0
966,419651.0
967,1099231.0
968,2239808.0
969,363228.0
970,182028.0
971,1082172.0
972,1262223.0
973,669785.0
974,229416.0
975,792139.0
976,658529.0
977,537441.0
978,241176.0
979,1115191.0
980,878070.0
981,696828.0
982,991803.0
983,215388.0
984,462720.0
985,310014.0
986,1049129.0
987,1399929.0
988,1238138.0
989,319712.0
990,650654.0
991,125892.0
992,126696.0
993,1134960.0
994,835493.0
995,486624.0
996,180000.0
997,1304028.0
998,1000000.0
999,525749.0
1000,576533.0
1001,807180.0
1002,385393.0
1003,359881.0
1004,1708322.0
1005,1430729.0
1006,1325345.0
1007,1331269.0
1008,967041.0
1009,938141.0
1010,1041930.0
1011,810204.0
1012,300000.0
1013,616488.0
1014,594589.0
1015,3517133.0
1016,1299238.0
1017,159060.0
1018,463374.0
1019,621588.0
1020,1605804.0
1021,220848.0
1022,1541071.0
1023,377686.0
1024,181620.0
1025,1489702.0
1026,309535.0
1027,2400000.0
1028,454032.0
1029,900000.0
1030,429953.0
1031,1175802.0
1032,1693803.0
1033,220739.0
1034,555530.0
1035,2600220.0
1036,1564421.0
1037,270444.0
1038,252244.0
1039,790515.0
1040,608075.0
1041,1064862.0
1042,385392.0
1043,727111.0
1044,311716.0
1045,298664.0
1046,981061.0
1047,938347.0
1048,723360.0
1049,256932.0
1050,374830.0
1051,1401954.0
1052,1279052.0
1053,700000.0
1054,370468.0
1055,1553957.0
1056,619584.0
1057,687251.0
1058,1073886.0
1059,369531.0
1060,1055889.0
1061,120000.0
1062,180588.0
1063,844641.0
1064,438266.0
1065,1204567.0
1066,232692.0
1067,290315.0
1068,321156.0
1069,1983605.0
1070,988792.0
1071,423084.0
1072,1746726.0
1073,243360.0
1074,711348.0
1075,1997263.0
1076,803907.0
1077,360000.0
1078,825326.0
1079,1637162.0
1080,451723.0
1081,773916.0
1082,2300000.0
1083,515000.0
1084,1029200.0
1085,310144.0
1086,2420967.0
1087,500036.0
1088,778902.0
1089,623238.0
1090,515940.0
1091,400000.0
1092,2148775.0
1093,189616.0
1094,703418.0
1095,758376.0
1096,600000.0
1097,677584.0
1098,916284.0
1099,652794.0
1100,900000.0
1101,402934.0
1102,385890.0
1103,1158483.0
1104,593140.0
1105,170160.0
1106,924643.0
1107,1277470.0
1108,1026478.0
1109,542640.0
1110,642324.0
1111,900000.0
1112,839303.0
1113,2194861.0
1114,618995.0
1115,343594.0
1116,521474.0
1117,1008975.0
1118,1410268.0
1119,1962026.0
1120,250644.0
1121,728836.0
1122,703418.0
1123,630000.0
1124,302196.0
1125,500000.0
1126,2243796.0
1127,104295.0
1128,811182.0
1129,1203913.0
1130,246576.0
1131,1149607.0
1132,425000.0
1133,773836.0
1134,2042277.0
1135,1004884.0
1136,573621.0
1137,397332.0
1138,324924.0
1139,1634312.0
1140,403590.0
1141,1254713.0
1142,425520.0
1143,1534839.0
1144,1109184.0
1145,353141.0
1146,1800000.0
1147,637459.0
1148,1154579.0
1149,619584.0
1150,377364.0
1151,282369.0
1152,716327.0
1153,96000.0
1154,338722.0
1155,276000.0
1156,846480.0
1157,504488.0
1158,1221750.0
1159,857580.0
1160,414794.0
1161,1391697.0
1162,828777.0
1163,1507325.0
1164,1444930.0
1165,720000.0
1166,855200.0
1167,369852.0
1168,367896.0
1169,1092609.0
1170,588369.0
1171,123612.0
1172,1555257.0
1173,1517028.0
1174,264888.0
1175,258596.0
1176,2009790.0
1177,423155.0
1178,1655120.0
1179,288048.0
1180,1200000.0
1181,419297.0
1182,644928.0
1183,702649.0
1184,246576.0
1185,601957.0
1186,307944.0
1187,335520.0
1188,362590.0
1189,854490.0
1190,160580.0
1191,642113.0
1192,1612292.0
1193,727471.0
1194,396478.0
1195,916285.0
1196,410994.0
1197,416478.0
1198,681045.0
1199,2051223.0
1200,1881607.0
1201,1182371.0
1202,686743.0
1203,377136.0
1204,180440.0
1205,515940.0
1206,726468.0
1207,433128.0
1208,1719812.0
1209,573527.0
1210,128988.0
1211,1019603.0
1212,1088000.0
1213,604706.0
1214,1018095.0
1215,282327.0
1216,369852.0
1217,1665911.0
1218,192696.0
1219,221675.0
1220,499961.0
1221,1161602.0
1222,613163.0
1223,903446.0
1224,602739.0
1225,692532.0
1226,1200000.0
1227,604401.0
1228,363228.0
1229,681900.0
1230,2821193.0
1231,1238390.0
1232,976617.0
1233,1050911.0
1234,162624.0
1235,865380.0
1236,3123584.0
1237,452137.0
1238,1008975.0
1239,1526335.0
1240,1074883.0
1241,1189536.0
1242,692376.0
1243,460764.0
1244,1581030.0
1245,760403.0
1246,124644.0
1247,1031658.0
1248,1163045.0
1249,440139.0
1250,594543.0
1251,735014.0
1252,1556575.0
1253,513743.0
1254,763571.0
1255,642324.0
1256,734390.0
1257,627332.0
1258,1287441.0
1259,1300000.0
1260,1646721.0
1261,1054356.0
1262,1805869.0
1263,1221714.0
1264,1012128.0
1265,870948.0
1266,502448.0
1267,274512.0
1268,657037.0
1269,1276202.0
1270,1041195.0
1271,503667.0
1272,2334960.0
1273,637252.0
1274,279976.0
1275,1238390.0
1276,828777.0
1277,217056.0
1278,587852.0
1279,402934.0
1280,1327250.0
1281,912580.0
1282,816692.0
1283,717222.0
1284,3162981.0
1285,600000.0
1286,480000.0
1287,3204288.0
1288,847860.0
1289,515940.0
1290,589007.0
1291,158103.0
1292,301464.0
1293,321161.0
1294,782484.0
1295,1134768.0
1296,3517133.0
1297,341748.0
1298,1061562.0
1299,1560483.0
1300,832266.0
1301,1511412.0
1302,2000000.0
1303,1076606.0
1304,1223165.0
1305,549960.0
1306,649352.0
1307,254524.0
1308,503667.0
1309,369852.0
1310,365016.0
1311,664388.0
1312,488688.0
1313,1006527.0
1314,275841.0
1315,1682089.0
1316,477492.0
1317,1000000.0
1318,800000.0
1319,456591.0
1320,121080.0
1321,1490685.0
1322,1693373.0
1323,1200000.0
1324,180996.0
1325,672000.0
1326,2050654.0
1327,677369.0
1328,705134.0
1329,500000.0
1330,1270416.0
1331,527901.0
1332,309497.0
1333,96744.0
1334,422052.0
1335,481741.0
1336,88502.0
1337,859906.0
1338,904395.0
1339,1007628.0
1340,700000.0
1341,480000.0
1342,956307.0
1343,831774.0
1344,658975.0
1345,957432.0
1346,730000.0
1347,495265.0
1348,1023226.0
1349,1252143.0
1350,720000.0
1351,306968.0
1352,1150000.0
1353,1663189.0
1354,95593.0
1355,129768.0
1356,566756.0
1357,1072842.0
1358,1126055.0
1359,503667.0
1360,965889.0
1361,709492.0
1362,434448.0
1363,947731.2
1364,3665141.0
1365,338792.0
1366,452130.0
1367,708351.0
1368,302200.0
1369,306972.0
1370,610000.0
1371,403524.0
1372,171523.0
1373,128988.0
1374,1012266.0
1375,1203900.0
1376,542064.0
1377,828777.0
1378,803907.0
1379,300000.0
1380,1713326.0
1381,794110.0
1382,1008975.0
1383,300000.0
1384,183252.0
1385,462580.0
1386,767567.0
1387,643705.0
1388,1500000.0
1389,521474.0
1390,776836.0
1391,478015.0
1392,1013978.0
1393,1547487.0
1394,1004884.0
1395,360000.0
1396,820984.0
1397,3026926.0
1398,225960.0
1399,626664.0
1400,296664.0
1401,209952.0
1402,1226327.0
1403,1205860.0
1404,203280.0
1405,755000.0
1406,947195.0
1407,306968.0
1408,360220.0
1409,302400.0
1410,513986.0
1411,495280.0
1412,466577.0
1413,325584.0
1414,452198.0
1415,860699.0
1416,1050000.0
1417,437781.0
1418,308532.0
1419,398280.0
1420,584254.0
1421,1600000.0
1422,516000.0
1423,120000.0
1424,523814.0
1425,605385.0
1426,672468.0
1427,600000.0
1428,397776.0
1429,504000.0
1430,1438333.0
1431,924643.0
1432,440736.0
1433,967041.0
1434,561000.0
1435,685284.0
1436,1251537.0
1437,102840.0
1438,324000.0
1439,171948.0
1440,1041195.0
1441,1808811.0
1442,2207174.0
1443,641549.0
1444,248011.0
1445,725889.0
1446,565059.0
1447,1808811.0
1448,623148.0
1449,149932.0
1450,521474.0
1451,234082.0
1452,107064.0
1453,1687111.0
1454,240000.0
1455,451451.0
1456,621583.0
1457,492899.0
1458,327228.0
1459,720000.0
1460,472392.0
1461,423422.0
1462,618995.0
1463,689292.0
1464,948931.0
1465,363228.0
1466,900000.0
1467,1447312.0
1468,407484.0
1469,875445.0
1470,186475.0
1471,1210284.0
1472,1974888.0
1473,511613.0
1474,3108546.0
1475,209602.0
1476,827360.0
1477,601343.0
1478,1300000.0
1479,2300000.0
1480,761478.0
1481,1451778.0
1482,530781.0
1483,544512.0
1484,1277486.0
1485,912580.0
1486,1352722.0
1487,1467538.0
1488,903446.0
1489,742788.0
1490,1069128.0
1491,264888.0
1492,404424.0
1493,1498750.0
1494,170604.0
1495,240780.0
1496,1115191.0
1497,1605804.0
1498,300000.0
1499,312358.0
1500,537613.0
1501,751286.0
1502,902935.0
1503,1531036.0
1504,1628952.0
1505,656134.0
1506,360000.0
1507,1320578.0
1508,1913450.0
1509,2192406.0
1510,1668864.0
1511,498832.0
1512,756978.0
1513,648573.0
1514,528453.0
1515,564313.0
1516,1062087.0
1517,854957.0
1518,336468.0
1519,498588.0
1520,516564.0
1521,1288344.0
1522,605385.0
1523,975232.0
1524,263808.0
1525,324089.0
1526,1018095.0
1527,240000.0
1528,702485.0
1529,829587.0
1530,2121545.0
1531,322465.0
1532,136137.0
1533,360000.0
1534,1464110.0
1535,602928.0
1536,2166482.0
1537,870000.0
1538,1038730.0
1539,1030115.0
1540,332712.0
1541,241176.0
1542,204000.0
1543,711350.0
1544,681356.0
1545,500000.0
1546,674480.0
1547,524564.0
1548,990712.0
1549,257976.0
1550,234362.0
1551,932374.0
1552,240000.0
1553,386958.0
1554,749457.0
1555,1600000.0
1556,550000.0
1557,372950.0
1558,206332.0
1559,2569287.0
1560,968920.0
1561,1200000.0
1562,2024533.0
1563,193476.0
1564,582124.0
1565,400000.0
1566,322944.0
1567,1004884.0
1568,488006.0
1569,185700.0
1570,551047.0
1571,814476.0
1572,211160.0
1573,1825160.0
1574,300978.0
1575,2014668.0
1576,1070536.0
1577,642322.0
1578,1317316.0
1579,1024121.0
1580,1176880.0
1581,1027381.0
1582,263304.0
1583,472340.0
1584,2474429.0
1585,449332.0
1586,1640000.0
1587,802609.0
1588,696829.0
1589,438924.0
1590,699220.0
1591,703418.0
1592,511613.0
1593,808848.0
1594,1355169.0
1595,620027.0
1596,406548.0
1597,523086.0
1598,124416.0
1599,916285.0
1600,452203.0
1601,1673063.0
1602,322464.0
1603,208589.0
1604,1004895.0
1605,1203913.0
1606,1200000.0
1607,616428.0
1608,326400.0
1609,424014.0
1610,607908.0
1611,732516.0
1612,435348.0
1613,791436.0
1614,517986.0
1615,805867.0
1616,1000000.0
1617,667797.0
1618,1029200.0
1619,728836.0
1620,488856.0
1621,501180.0
1622,271032.0
1623,293124.0
1624,250692.0
1625,1349689.0
1626,1449831.0
1627,610857.0
1628,1296967.0
1629,74400.0
1630,1018095.0
1631,1306364.0
1632,2875549.0
1633,1870000.0
1634,509801.0
1635,1289859.0
1636,2793552.0
1637,480000.0
1638,504488.0
1639,982920.0
1640,583954.0
1641,1605217.0
1642,480000.0
1643,791133.0
1644,1070000.0
1645,1020348.0
1646,120000.0
1647,903446.0
1648,601924.0
1649,691840.0
1650,302199.0
1651,735792.0
1652,704851.0
1653,839303.0
1654,894516.0
1655,268721.0
1656,349318.0
1657,1200000.0
1658,514600.0
1659,675288.0
1660,1463014.0
1661,1975545.0
1662,916285.0
1663,775034.0
1664,3977066.0
1665,481741.0
1666,360000.0
1667,250644.0
1668,1612324.0
1669,401952.0
1670,484308.0
1671,519599.0
1672,540288.0
1673,903446.0
1674,928488.0
1675,342948.0
1676,2839138.0
1677,378000.0
1678,360468.0
1679,503667.0
1680,361426.0
1681,400000.0
1682,926912.0
1683,302688.0
1684,375456.0
1685,210216.0
1686,2561949.0
1687,507137.0
1688,735792.0
1689,908076.0
1690,1066487.0
1691,449896.0
1692,352567.0
1693,1004884.0
1694,1438481.0
1695,137664.0
1696,249456.0
1697,2404581.0
1698,1035971.0
1699,2923356.0
1700,2352941.0
1701,1210776.0
1702,920903.0
1703,1324095.0
1704,674844.0
1705,301464.0
1706,1200000.0
1707,225861.0
1708,650810.0
1709,252058.0
1710,858429.0
1711,1665911.0
1712,1493283.0
1713,654767.0
1714,950636.0
1715,669115.0
1716,507740.0
1717,2371168.0
1718,230043.0
1719,411763.0
1720,900000.0
1721,1307815.0
1722,246600.0
1723,1004895.0
1724,406548.0
1725,186000.0
1726,826553.0
1727,1049677.0
1728,559071.0
1729,241760.0
1730,998364.0
1731,1208796.0
1732,763696.0
1733,1792230.0
1734,316741.0
1735,991280.0
1736,1722605.0
1737,602937.0
1738,2175981.0
1739,1643809.0
1740,310788.0
1741,604401.0
1742,1028877.0
1743,382356.0
1744,240000.0
1745,2876666.0
1746,509047.0
1747,601029.0
1748,515940.0
1749,1254416.0
1750,412663.0
1751,361764.0
1752,1309535.0
1753,373694.0
1754,1465644.0
1755,536700.0
1756,1242238.0
1757,417179.0
1758,219912.0
1759,382351.0
1760,1356593.0
1761,420384.0
1762,180396.0
1763,150180.0
1764,681357.0
1765,150660.0
1766,752418.0
1767,279036.0
1768,1558095.0
1769,625884.0
1770,154152.0
1771,601956.0
1772,337422.0
1773,793932.0
1774,1640740.0
1775,939603.0
1776,1549942.0
1777,278976.0
1778,274728.0
1779,529773.0
1780,843305.0
1781,1880795.0
1782,302688.0
1783,1036536.0
1784,515940.0
1785,462120.0
1786,305424.0
1787,661762.0
1788,1012266.0
1789,823360.0
1790,1105372.0
1791,716258.0
1792,1353553.0
1793,961306.0
1794,534502.0
1795,386952.0
