,0
1796,1221368.0
1797,1574637.0
1798,269940.0
1799,1230555.0
1800,600000.0
1801,622191.0
1802,311449.0
1803,185388.0
1804,107054.0
1805,731418.0
1806,860000.0
1807,1716492.0
1808,720000.0
1809,2063316.0
1810,977421.0
1811,137652.0
1812,483516.0
1813,825326.0
1814,2816193.0
1815,921294.0
1816,475188.0
1817,908078.0
1818,534757.0
1819,90804.0
1820,901815.0
1821,1628952.0
1822,1013568.0
1823,2009790.0
1824,2716704.0
1825,1400000.0
1826,2265324.0
1827,602937.0
1828,720000.0
1829,703427.0
1830,301469.0
1831,619068.0
1832,402934.0
1833,1800000.0
1834,706283.0
1835,1961700.0
1836,878427.0
1837,829587.0
1838,482344.0
1839,1566004.0
1840,513690.0
1841,1088834.0
1842,100326.0
1843,2204142.0
1844,128460.0
1845,1068503.0
1846,244344.0
1847,1003261.0
1848,180876.0
1849,274704.0
1850,1298412.0
1851,212940.0
1852,800000.0
1853,1200000.0
1854,1235040.0
1855,1628952.0
1856,763571.0
1857,1588164.0
1858,2237700.0
1859,1541572.0
1860,736515.0
1861,2383368.0
1862,876660.0
1863,641374.0
1864,200000.0
1865,271325.0
1866,542067.0
1867,655953.0
1868,600000.0
1869,899256.0
1870,1100000.0
1871,211557.0
1872,828729.0
1873,248880.0
1874,890822.0
1875,2567381.0
1876,864369.0
1877,1708740.0
1878,2200000.0
1879,626402.0
1880,416229.0
1881,1022786.0
1882,616492.0
1883,860576.0
1884,909909.0
1885,975232.0
1886,904395.0
1887,1042947.0
1888,1329480.0
1889,687214.0
1890,1923257.0
1891,644928.0
1892,585088.0
1893,585269.0
1894,670089.0
1895,1176710.0
1896,421370.0
1897,1200000.0
1898,1392960.0
1899,661761.0
1900,981061.0
1901,1962431.0
1902,479366.0
1903,430649.0
1904,400410.0
1905,395292.0
1906,622152.0
1907,300000.0
1908,1696245.0
1909,527256.0
1910,516323.0
1911,2452646.0
1912,852482.0
1913,772984.0
1914,583954.0
1915,181620.0
1916,841368.0
1917,1952023.0
1918,430475.0
1919,836874.0
1920,447475.0
1921,185256.0
1922,875733.0
1923,924643.0
1924,284580.0
1925,301469.0
1926,1033817.0
1927,4949704.0
1928,1451778.0
1929,1687111.0
1930,492393.0
1931,2676340.0
1932,671696.0
1933,544387.0
1934,520597.0
1935,100000.0
1936,600000.0
1937,2372152.0
1938,193476.0
1939,329285.0
1940,1170809.0
1941,604847.0
1942,1000000.0
1943,494353.0
1944,125892.0
1945,201900.0
1946,320543.0
1947,600000.0
1948,101809.0
1949,471708.0
1950,302693.0
1951,1438333.0
1952,1193674.0
1953,128988.0
1954,1849475.0
1955,412663.0
1956,878372.0
1957,1607926.0
1958,508188.0
1959,1849758.0
1960,413740.0
1961,550793.0
1962,1080000.0
1963,772984.0
1964,305428.0
1965,950000.0
1966,340078.0
1967,1470000.0
1968,1096380.0
1969,932104.0
1970,243936.0
1971,197256.0
1972,1100000.0
1973,613519.0
1974,806162.0
1975,585088.0
1976,461916.0
1977,306180.0
1978,436144.0
1979,1349688.0
1980,545756.0
1981,310855.0
1982,1055811.0
1983,1252803.0
1984,1210776.0
1985,927200.0
1986,423084.0
1987,904464.0
1988,1160523.0
1989,3097936.0
1990,1927564.0
1991,1115124.0
1992,173652.0
1993,960895.0
1994,1452000.0
1995,381856.0
1996,3250773.0
1997,470004.0
1998,858429.0
1999,1180704.0
2000,246108.0
2001,2000000.0
2002,977376.0
2003,1200000.0
2004,403590.0
2005,600000.0
2006,447676.0
2007,147156.0
2008,1480908.0
2009,903446.0
2010,984047.0
2011,423084.0
2012,772648.0
2013,94860.0
2014,509802.0
2015,508188.0
2016,1521127.0
2017,1600000.0
2018,732996.0
2019,1108264.0
2020,184929.0
2021,205476.0
2022,1250000.0
2023,701723.0
2024,1997027.0
2025,550000.0
2026,588637.0
2027,343758.0
2028,634675.0
2029,509047.0
2030,538846.0
2031,1532784.0
2032,331509.0
2033,1123652.0
2034,406551.0
2035,174360.0
2036,1158850.0
2037,1204704.0
2038,550316.0
2039,1292424.0
2040,2500000.0
2041,214107.0
2042,548208.0
2043,625768.0
2044,618995.0
2045,512250.0
2046,1556162.0
2047,1389256.0
2048,439692.0
2049,742884.0
2050,613915.0
2051,1444692.0
2052,629138.0
2053,498618.0
2054,1454222.0
2055,1205880.0
2056,307944.0
2057,127452.0
2058,279672.0
2059,778606.0
2060,203280.0
2061,85368.0
2062,524121.0
2063,602930.0
2064,604401.0
2065,977543.0
2066,302076.0
2067,390096.0
2068,2865536.0
2069,134313.94
2070,825326.0
2071,277519.0
2072,302693.0
2073,2839076.0
2074,1989669.0
2075,490531.0
2076,640212.0
2077,712615.0
2078,1044000.0
2079,311100.0
2080,541685.0
2081,712308.0
2082,308214.0
2083,424836.0
2084,338792.0
2085,628945.0
2086,506989.0
2087,1476259.0
2088,426816.0
2089,529123.0
2090,1743621.0
2091,1200000.0
2092,267288.0
2093,1410268.0
2094,752418.0
2095,784769.0
2096,1068485.0
2097,621583.0
2098,160272.0
2099,1362714.0
2100,502442.0
2101,146754.0
2102,1388485.0
2103,1083545.0
2104,1627026.0
2105,429977.0
2106,4068310.0
2107,892073.0
2108,1656855.0
2109,540810.0
2110,1036984.0
2111,600000.0
2112,400000.0
2113,1730166.0
2114,490531.0
2115,130560.0
2116,885863.0
2117,321161.0
2118,628945.0
2119,192631.0
2120,255276.0
2121,446476.0
2122,2901309.0
2123,544848.0
2124,700000.0
2125,719166.0
2126,500000.0
2127,783333.0
2128,372948.0
2129,846242.0
2130,960996.0
2131,1961487.0
2132,734976.0
2133,750000.0
2134,375807.0
2135,112931.0
2136,510000.0
2137,1193616.0
2138,621583.0
2139,258900.0
2140,960000.0
2141,731081.0
2142,1659175.0
2143,1035971.0
2144,1134824.0
2145,2005493.0
2146,838593.0
2147,503064.0
2148,420000.0
2149,183252.0
2150,351668.0
2151,618995.0
2152,1527142.0
2153,497748.0
2154,908764.0
2155,515891.0
2156,1267181.0
2157,703427.0
2158,1074883.0
2159,450000.0
2160,1300000.0
2161,389304.0
2162,894447.0
2163,1237215.0
2164,400000.0
2165,253392.0
2166,361080.0
2167,608387.0
2168,514600.0
2169,600558.0
2170,500000.0
2171,562248.0
2172,316740.0
2173,622188.0
2174,1218576.0
2175,600000.0
2176,520597.0
2177,1068476.0
2178,502448.0
2179,1969992.0
2180,312884.0
2181,636937.0
2182,367896.0
2183,1016376.0
2184,1232856.0
2185,280296.0
2186,326397.0
2187,2000000.0
2188,1500000.0
2189,1027889.0
2190,2073676.0
2191,619068.0
2192,608387.0
2193,581174.0
2194,216827.0
2195,247596.0
2196,832956.0
2197,1954352.0
2198,750000.0
2199,204000.0
2200,616428.0
2201,821904.0
2202,1006818.0
2203,550000.0
2204,1368953.0
2205,752418.0
2206,3115175.0
2207,396166.0
2208,1244206.0
2209,1863568.0
2210,1252803.0
2211,653141.0
2212,728836.0
2213,435472.0
2214,683699.0
2215,253851.0
2216,518492.0
2217,356402.0
2218,515940.0
2219,1410268.0
2220,500000.0
2221,1257613.0
2222,439213.0
2223,917436.0
2224,1036984.0
2225,861434.0
2226,745899.0
2227,882956.0
2228,602937.0
2229,305004.0
2230,1980492.0
2231,649989.0
2232,300000.0
2233,2071942.0
2234,1194327.0
2235,600000.0
2236,1104109.0
2237,622191.0
2238,1050000.0
2239,1634105.0
2240,904395.0
2241,807180.0
2242,646107.0
2243,297816.0
2244,880575.0
2245,1635359.0
2246,279712.0
2247,559098.0
2248,1124063.0
2249,923233.0
2250,790515.0
2251,847371.0
2252,1027716.0
2253,706283.0
2254,1000000.0
2255,2332149.0
2256,521474.0
2257,969321.0
2258,677580.0
2259,276516.0
2260,1506361.0
2261,651480.0
2262,107488.0
2263,633480.0
2264,602928.0
2265,425088.0
2266,1194876.0
2267,308220.0
2268,448911.0
2269,733602.0
2270,564654.0
2271,2300000.0
2272,196500.0
2273,480814.0
2274,422051.0
2275,407238.0
2276,448170.0
2277,435196.0
2278,991653.0
2279,798116.0
2280,2600000.0
2281,601957.0
2282,1605804.0
2283,1221714.0
2284,1273952.0
2285,2452654.0
2286,1158640.0
2287,506989.0
2288,708995.0
2289,621583.0
2290,455555.0
2291,676476.0
2292,420000.0
2293,1860082.0
2294,1917053.0
2295,577021.0
2296,967394.0
2297,345526.0
2298,2207388.0
2299,1138060.0
2300,203619.0
2301,1572029.0
2302,731758.0
2303,848548.0
2304,322465.0
2305,903446.0
2306,458820.0
2307,500000.0
2308,344648.0
2309,1210860.0
2310,1437318.0
2311,508188.0
2312,245580.0
2313,1349689.0
2314,743423.0
2315,201795.0
2316,3644181.0
2317,564648.0
2318,989135.0
2319,1170069.0
2320,490000.0
2321,828777.0
2322,736073.0
2323,904395.0
2324,608388.0
2325,1108264.0
2326,1926960.0
2327,354960.0
2328,567335.0
2329,568656.0
2330,698674.0
2331,526709.0
2332,602930.0
2333,620027.0
2334,295920.0
2335,1637162.0
2336,1274504.0
2337,1998913.0
2338,572657.0
2339,831462.0
2340,731081.0
2341,724874.0
2342,180000.0
2343,1000000.0
2344,165341.0
2345,1577759.0
2346,814476.0
2347,1550069.0
2348,846233.0
2349,360168.0
2350,722247.0
2351,1105385.0
2352,672260.0
2353,1471596.0
2354,1232857.0
2355,4029337.0
2356,228480.0
2357,1960385.0
2358,1670405.0
2359,601957.0
2360,610857.0
2361,1000000.0
2362,1013717.0
2363,1476237.0
2364,1800000.0
2365,275453.0
2366,854151.0
2367,999547.0
2368,590352.0
2369,764702.0
2370,970000.0
2371,1340000.0
2372,1205874.0
2373,589439.0
2374,535296.0
2375,364416.0
2376,441480.0
2377,882573.0
2378,1246266.0
2379,184929.0
2380,1030116.0
2381,500000.0
2382,659544.0
2383,1129307.0
2384,550000.0
2385,708995.0
2386,312884.0
2387,825326.0
2388,343962.0
2389,624717.0
2390,267648.0
2391,1058135.0
2392,483697.0
2393,537441.0
2394,354240.0
2395,1018095.0
2396,520000.0
2397,318576.0
2398,190044.0
2399,509047.0
2400,2002418.0
2401,393696.0
2402,407376.0
2403,637252.0
2404,250560.0
2405,478212.0
2406,2250000.0
2407,688236.0
2408,193476.0
2409,823360.0
2410,1739484.0
2411,1129307.0
2412,159300.0
2413,816946.0
2414,909682.0
2415,1170809.0
2416,969112.0
2417,589332.0
2418,1048188.0
2419,103166.0
2420,688345.0
2421,537441.0
2422,700977.0
2423,1154890.0
2424,600000.0
2425,637252.0
2426,400000.0
2427,1804941.0
2428,515829.0
2429,1245989.0
2430,365028.0
2431,698674.0
2432,803916.0
2433,338792.0
2434,297469.0
2435,2624063.0
2436,1538205.0
2437,1612324.0
2438,3200000.0
2439,438469.0
2440,314473.0
2441,2576614.0
2442,618387.0
2443,184929.0
2444,854151.0
2445,903446.0
2446,419297.0
2447,304188.0
2448,470000.0
2449,865467.0
2450,500112.0
2451,1238138.0
2452,369857.0
2453,694460.0
2454,1216776.0
2455,1409604.0
2456,336000.0
2457,991280.0
2458,630000.0
2459,625837.0
2460,1687208.0
2461,424104.0
2462,100000.0
2463,817059.0
2464,599136.0
2465,847539.0
2466,770784.0
2467,514393.0
2468,830959.0
2469,898810.0
2470,1139417.0
2471,590000.0
2472,152652.0
2473,520597.0
2474,283914.0
2475,614349.0
2476,1146043.0
2477,825425.0
2478,435192.0
2479,2054972.0
2480,1013978.0
2481,618995.0
2482,1362714.0
2483,637284.0
2484,1600000.0
2485,1007334.0
2486,1358294.0
2487,381786.0
2488,1053196.0
2489,1136717.0
2490,1119069.0
2491,446076.0
2492,324419.0
2493,310791.0
2494,150180.0
2495,716215.0
2496,1226327.0
2497,840000.0
2498,537441.0
2499,322465.0
2500,103476.0
2501,362209.0
2502,400800.0
2503,500000.0
2504,2579455.0
2505,874565.0
2506,1321470.0
2507,442032.0
2508,423672.0
2509,456000.0
2510,862368.0
2511,322464.0
2512,830984.0
2513,1805869.0
2514,3748296.0
2515,322077.0
2516,385392.0
2517,1511001.0
2518,420000.0
2519,916285.0
2520,1654767.0
2521,437856.0
2522,690924.0
2523,677584.0
2524,451723.0
2525,316740.0
2526,1600000.0
2527,900000.0
2528,700000.0
2529,3026926.0
2530,365028.0
2531,1510081.0
2532,520272.0
2533,717331.0
2534,80000.0
2535,562103.0
2536,1164765.0
2537,180000.0
2538,744945.0
2539,1513463.0
2540,242324.0
2541,622687.0
2542,700011.0
2543,2046452.0
2544,360000.0
2545,1530120.0
2546,400000.0
2547,361764.0
2548,402934.0
2549,1181748.0
2550,2531779.0
2551,1256429.0
2552,412440.0
2553,1999352.0
2554,203748.0
2555,1239994.0
2556,3532356.0
2557,251796.0
2558,495660.0
2559,613936.0
2560,1820394.0
2561,157824.0
2562,374832.0
2563,897431.0
2564,500000.0
2565,1972136.0
2566,480000.0
2567,2658491.0
2568,360000.0
2569,1269350.0
2570,535268.0
2571,888936.0
2572,655834.0
2573,1022850.0
2574,1102652.0
2575,2611178.0
2576,300978.0
2577,1553957.0
2578,233580.0
2579,355680.0
2580,2119584.0
2581,1124939.0
2582,2046452.0
2583,644930.0
2584,618995.0
2585,1421672.0
2586,476563.0
2587,1152418.0
2588,509047.0
2589,739061.0
2590,1364409.0
2591,395436.0
2592,889188.0
2593,419297.0
2594,474218.0
2595,418078.0
2596,1944435.0
2597,2472920.0
2598,1083241.0
2599,821904.0
2600,371748.0
2601,2336080.0
2602,463374.0
2603,1207396.0
2604,1284643.0
2605,920000.0
2606,325584.0
2607,2014668.0
2608,1892758.0
2609,916285.0
2610,1008975.0
2611,311051.0
2612,1400000.0
2613,220740.0
2614,363036.0
2615,180876.0
2616,831051.0
2617,1221714.0
2618,1000000.0
2619,1203913.0
2620,181620.0
2621,274848.0
2622,541849.0
2623,325000.0
2624,1338795.0
2625,3617580.0
2626,1976461.0
2627,1036984.0
2628,960000.0
2629,245580.0
2630,1074883.0
2631,519540.0
2632,1205880.0
2633,1121845.0
2634,1159476.0
2635,2058816.0
2636,2433547.0
2637,3000000.0
2638,1431111.0
2639,511613.0
2640,753600.0
2641,699469.0
2642,700000.0
2643,1340000.0
2644,1336995.0
2645,1833778.0
2646,1407768.0
2647,1203913.0
2648,1289572.0
2649,1025000.0
2650,1324539.0
2651,120444.0
2652,636784.0
2653,1541568.0
2654,2046452.0
2655,90804.0
2656,174084.0
2657,698674.0
2658,1130085.0
2659,501000.0
2660,1003261.0
2661,1230555.0
2662,1031658.0
2663,322465.0
2664,383213.0
2665,1849511.0
2666,106209.0
2667,974832.0
2668,1284643.0
2669,1003261.0
2670,924300.0
2671,181488.0
2672,892153.0
2673,421223.0
2674,1296048.0
2675,892152.0
2676,377367.0
2677,332016.0
2678,318624.0
2679,706283.0
2680,347314.0
2681,302693.0
2682,219276.0
2683,1058039.0
2684,458143.0
2685,1098034.0
2686,1566004.0
2687,224844.0
2688,370764.0
2689,204000.0
2690,912580.0
2691,991426.0
2692,610593.0
2693,1587265.0
2694,338792.0
2695,1200000.0
2696,2954147.0
2697,2000000.0
2698,1238390.0
2699,1078947.0
2700,665229.0
2701,1562895.0
2702,108408.0
2703,2821536.0
2704,733769.0
2705,646214.0
2706,123286.0
2707,537441.0
2708,435108.0
2709,510646.0
2710,974234.0
2711,451008.0
2712,722247.0
2713,800000.0
2714,725327.0
2715,933286.0
2716,720000.0
2717,703776.0
2718,750000.0
2719,1218012.0
2720,5000000.0
2721,601957.0
2722,450000.0
2723,299998.0
2724,830984.0
2725,480000.0
2726,900640.0
2727,1458032.0
2728,2480112.0
2729,479071.0
2730,600000.0
2731,1294039.0
2732,390355.0
2733,1145314.0
2734,600000.0
2735,1083371.0
2736,260064.0
2737,2700000.0
2738,824909.0
2739,97320.0
2740,600000.0
2741,1926965.0
2742,602557.0
2743,652794.0
2744,796277.0
2745,722247.0
2746,123540.0
2747,1567329.0
2748,2014668.0
2749,338792.0
2750,227112.0
2751,641700.0
2752,1527142.0
2753,903012.0
2754,300000.0
2755,887544.0
2756,1427832.0
2757,447252.0
2758,321161.0
2759,742880.0
2760,1012266.0
2761,450000.0
2762,4911480.0
2763,314739.0
2764,2311305.0
2765,516972.0
2766,530128.0
2767,496241.0
2768,1242238.0
2769,400000.0
2770,800000.0
2771,240000.0
2772,1300000.0
2773,800000.0
2774,393552.0
2775,483697.0
2776,2558957.0
2777,858429.0
2778,95700.0
2779,2340910.0
2780,532302.0
2781,502448.0
2782,300516.0
2783,205476.0
2784,902940.0
2785,381703.0
2786,621588.0
2787,640451.0
2788,602930.0
2789,559400.0
2790,606168.0
2791,180000.0
2792,524564.0
2793,192696.0
2794,135516.0
2795,371400.0
2796,678516.0
2797,122633.0
2798,1004884.0
2799,916251.0
2800,601398.0
2801,187920.0
2802,1035971.0
2803,100488.0
2804,705133.0
2805,369857.0
2806,973260.0
2807,1153066.0
2808,1119076.0
2809,245265.0
2810,498630.0
2811,704193.0
2812,934857.0
2813,360000.0
2814,838524.0
2815,1919822.0
2816,185388.0
2817,1924646.0
2818,674480.0
2819,1085362.0
2820,360000.0
2821,359620.0
2822,805867.0
2823,1016376.0
2824,252996.0
2825,600000.0
2826,338792.0
2827,866592.0
2828,203280.0
2829,409648.0
2830,719166.0
2831,351709.0
2832,1200000.0
2833,412663.0
2834,1027486.0
2835,2400000.0
2836,1102095.0
2837,996878.0
2838,380808.0
2839,2000000.0
2840,602930.0
2841,1200000.0
2842,211160.0
2843,833940.0
2844,1200000.0
2845,506133.0
2846,404904.0
2847,302693.0
2848,495252.0
2849,587146.0
2850,2442736.0
2851,716258.0
2852,1191942.0
2853,609381.0
2854,135516.0
2855,340824.0
2856,367898.0
2857,1555054.0
2858,1832570.0
2859,3110514.0
2860,865380.0
2861,600000.0
2862,916326.0
2863,386958.0
2864,933816.0
2865,397330.0
2866,1000000.0
2867,884017.0
2868,1243164.0
2869,580000.0
2870,565059.0
2871,201795.0
2872,711651.0
2873,353277.0
2874,1070536.0
2875,1068999.0
2876,132432.0
2877,397707.0
2878,497268.0
2879,251393.0
2880,494147.0
2881,464246.0
2882,733032.0
2883,705817.0
2884,1284648.0
2885,1031782.0
2886,1648787.0
2887,1435687.0
2888,500000.0
2889,184176.0
2890,839303.0
2891,2719803.0
2892,900229.0
2893,713466.0
2894,566691.0
2895,420000.0
2896,1238138.0
2897,1520967.0
2898,964692.0
2899,620504.0
2900,409140.0
2901,406548.0
2902,353141.0
2903,3773676.0
2904,248844.0
2905,502448.0
2906,3054284.0
2907,469326.0
2908,1403697.0
2909,1739484.0
2910,125388.0
2911,413352.0
2912,685014.0
2913,1203913.0
2914,1822656.0
2915,1239174.0
2916,1234705.0
2917,322465.0
2918,628945.0
2919,1461604.0
2920,502448.0
2921,1165059.0
2922,490531.0
2923,928492.0
2924,347924.0
2925,510826.0
2926,1007334.0
2927,1462260.0
2928,604404.0
2929,506989.0
2930,904392.0
2931,666571.0
2932,193476.0
2933,764700.0
2934,373025.0
2935,722161.0
2936,433440.0
2937,1600600.0
2938,654510.0
2939,1000000.0
2940,675000.0
2941,386952.0
2942,1000000.0
2943,872461.0
2944,1784305.0
2945,677584.0
2946,1252800.0
2947,540276.0
2948,666792.0
2949,1139568.0
2950,722161.0
2951,391540.0
2952,908078.0
2953,527901.0
2954,403590.0
2955,671997.0
2956,321156.0
2957,417954.0
2958,322104.0
2959,371441.0
2960,827693.0
2961,930041.0
2962,876909.0
2963,117732.0
2964,503667.0
2965,814476.0
2966,426756.0
2967,750000.0
2968,602937.0
2969,955878.0
2970,730802.0
2971,1252803.0
2972,149208.0
2973,104824.0
2974,1258956.0
2975,1483132.0
2976,360000.0
2977,594768.0
2978,139396.0
2979,203275.0
2980,454187.0
2981,2063316.0
2982,600000.0
2983,1203912.0
2984,96000.0
2985,1700000.0
2986,216432.0
2987,353152.0
2988,1017343.0
2989,405528.0
2990,636742.0
2991,147159.0
2992,1055802.0
2993,886778.0
2994,193476.0
2995,1937670.0
2996,501630.0
2997,1816155.0
2998,1028702.0
2999,1461604.0
3000,1693961.0
3001,179292.0
3002,398448.0
3003,1237215.0
3004,600000.0
3005,2000000.0
3006,730679.0
3007,868995.0
3008,376209.0
3009,1105372.0
3010,103764.0
3011,414214.0
3012,1028758.0
3013,2576614.0
3014,203280.0
3015,987471.0
3016,1588612.0
3017,616428.0
3018,156000.0
3019,2100000.0
3020,1832570.0
3021,3713964.0
3022,584620.0
3023,1832052.0
3024,1000000.0
3025,2363988.0
3026,1322737.0
3027,96468.0
3028,1119904.0
3029,1100000.0
3030,966230.0
3031,1321256.0
3032,1210770.0
3033,608387.0
3034,1056787.0
3035,655834.0
3036,180000.0
3037,783081.0
3038,1203912.0
3039,206356.0
3040,2000000.0
3041,1194925.0
3042,905000.0
3043,2508152.0
3044,161554.0
3045,1962841.0
3046,383619.0
3047,1555476.0
3048,1611735.0
3049,601475.0
3050,1070536.0
3051,2269647.0
3052,1362714.0
3053,2063316.0
3054,859906.0
3055,374059.0
3056,361764.0
3057,500000.0
3058,1187386.0
3059,490608.0
3060,302196.0
3061,432559.0
3062,578857.0
3063,738725.0
3064,1044003.0
3065,1210857.0
3066,1008975.0
3067,2581613.0
3068,322465.0
3069,726953.0
3070,359620.0
3071,187416.0
3072,325080.0
3073,580440.0
3074,2079353.0
3075,321504.0
3076,609826.0
3077,1163669.0
3078,313896.0
3079,360000.0
3080,1448160.0
3081,582960.0
3082,1009436.0
3083,451392.0
3084,222840.0
3085,1999227.0
3086,1251502.0
3087,340679.0
3088,259536.0
3089,1257890.0
3090,780612.0
3091,447475.0
3092,622422.0
3093,4282144.0
3094,850169.0
3095,2266502.0
3096,522547.0
3097,1102095.0
3098,1200000.0
3099,266039.0
3100,995830.0
3101,719166.0
3102,87840.0
3103,1649930.0
3104,2017951.0
3105,677584.0
3106,304060.0
3107,796172.0
3108,500000.0
3109,182268.0
3110,900000.0
3111,451452.0
3112,564654.0
3113,680112.0
3114,621103.0
3115,750000.0
3116,465001.0
3117,828777.0
3118,890344.0
3119,690132.0
3120,895427.0
3121,638755.0
3122,361378.0
3123,276376.0
3124,1210770.0
3125,228048.0
3126,2054972.0
3127,2455743.0
3128,838568.0
3129,811344.0
3130,1879205.0
3131,856020.0
3132,458143.0
3133,1216773.0
3134,1036984.0
3135,602930.0
3136,1200000.0
3137,310548.0
3138,3650320.0
3139,500374.0
3140,1377267.0
3141,338792.0
3142,479956.0
3143,337644.0
3144,732821.0
3145,375456.0
3146,220020.0
3147,2020386.0
3148,1355169.0
3149,471463.0
3150,1126209.0
3151,519365.0
3152,508188.0
3153,97740.0
3154,1500000.0
3155,537441.0
3156,230124.0
3157,619069.0
3158,1251537.0
3159,444272.0
3160,500000.0
3161,677584.0
3162,697843.0
3163,311051.0
3164,959911.0
3165,1954650.0
3166,1267472.0
3167,230052.0
3168,1074883.0
3169,900000.0
3170,1066248.0
3171,700000.0
3172,380000.0
3173,1558095.0
3174,744034.0
3175,1006284.0
3176,401435.0
3177,1130119.0
3178,606034.0
3179,1044468.0
3180,1002198.0
3181,1335445.0
3182,1615535.0
3183,1198603.0
3184,304980.0
3185,571859.0
3186,1500000.0
3187,549688.0
